emp_no,first_name,last_name,gender,salary,to_date,dept_no
229146,Koichi,Flasterstein,M,40000,1991-07-15,d004
229147,Eberhardt,Birke,M,40000,1989-08-29,d003
229149,Chanjung,Bashian,F,77703,1990-10-08,d007
229150,Piyawadee,Munos,M,59042,1994-04-25,d007
229155,Gino,Glowinski,F,44603,2000-01-23,d001
229163,Susuma,Wroclawski,M,61510,1994-03-11,d007
229164,Lena,Papastamatiou,M,42906,1990-09-22,d004
229165,Shooichi,Pleszkun,M,70122,1991-02-18,d001
229170,Xuedong,Savasere,M,40000,1996-10-12,d004
229175,Ekawit,Trelles,M,40000,1993-12-01,d008
229180,Miquel,Magliocco,M,77458,1997-09-28,d007
229182,Georg,Bail,M,40000,1989-04-05,d004
229189,Aron,Bojadziev,M,68452,1999-04-06,d006
229192,Erzsebet,Malabarba,M,40088,1993-12-31,d005
229194,Kersti,Lorin,F,45641,1990-02-21,d001
229196,Shin,Gewali,F,40000,1988-05-14,d009
229201,Rosine,Crelier,F,42895,1995-08-18,d006
229208,Patricio,Christianini,M,70075,1988-05-04,d007
229212,Xiping,Schlegelmilch,F,45858,2000-04-23,d005
229216,Becky,Muniz,M,40000,1995-12-30,d003
229221,Arvind,Viele,M,40000,1994-02-17,d004
229224,Richard,Yavatkar,F,52710,1995-03-09,d005
229225,Clyde,McClure,F,43226,1998-06-03,d005
229228,Chanjung,Vuskovic,M,51531,1990-02-24,d009
229231,Oscar,Toyoshima,F,66305,2000-05-03,d005
229232,Leandro,Farrow,F,65185,1994-09-30,d001
229240,Sachar,Kugler,M,44535,1989-12-21,d005
229249,Debatosh,Sgarro,M,50025,1993-07-15,d006
229255,George,Nannarelli,M,64438,1992-05-28,d006
229259,Georgi,Narahari,M,56381,1986-07-23,d004
229266,Cathie,Munck,M,52232,1995-01-25,d004
229267,Marit,Kaelbling,M,69206,2001-01-23,d007
229271,Kiyokazu,Schapiro,M,43728,1987-09-07,d009
229272,Mayuri,Kambil,F,40000,1991-10-17,d009
229276,Jiann,Gihr,M,61362,1999-02-02,d007
229281,Hitomi,Solovay,F,85579,1989-01-25,d005
229282,Alois,Massonet,F,43222,1990-03-22,d005
229289,Vishv,Pell,M,54534,1999-10-26,d004
229291,Kristof,Hambrick,M,55253,1999-07-13,d004
229302,Bluma,Baba,F,40000,1994-02-08,d009
229307,Padma,Peroz,F,43602,1986-02-10,d005
229316,Eldridge,Coney,F,93762,1992-12-17,d007
229317,Fumiya,Wegerle,M,47951,1986-06-05,d005
229319,Anwar,Halevi,F,58680,1997-08-15,d008
229327,Tsuneo,Baaleh,F,42255,1993-05-08,d003
229331,Moty,Kohling,F,52794,1994-09-30,d005
229333,Constantijn,Brattka,F,40000,1992-12-28,d004
229335,Hilary,Chinin,M,69958,1988-10-22,d004
229340,Gor,Gadepally,M,40000,1987-01-07,d006
229347,Sedat,Hiltgen,F,40000,2000-04-28,d004
229358,Sungwon,Schwaller,F,40000,1993-11-06,d001
229367,Oscar,Katzenelson,M,55171,1987-03-14,d007
229368,Chuanti,Marrevee,F,80782,1993-01-31,d007
229373,Ute,Tagansky,M,78654,2000-01-04,d007
229377,Herb,Slutz,M,50000,1989-04-19,d005
229381,Collette,Colorni,F,69828,1995-10-15,d001
229385,Kwangjo,Guardalben,M,48515,1996-01-17,d008
229390,Leni,Horswill,F,78288,1999-09-10,d005
229395,Insup,Levergood,M,40000,1994-05-31,d005
229398,Lubomir,Belinskaya,M,52174,1993-08-20,d004
229401,Garnet,Takanami,F,60926,2000-03-03,d005
229402,Chenxi,Stassinopoulos,M,40000,2000-04-21,d004
229405,Ennio,Remmers,M,57636,1997-05-14,d004
229410,Kokou,Stassinopoulos,M,40000,1998-08-16,d004
229413,Aemilian,Lorcy,M,54177,1993-02-04,d008
229415,Abdelghani,Ibel,M,48782,1988-03-02,d005
229418,Uri,Sanella,F,40000,1986-05-02,d006
229420,Takahito,Stentiford,M,40308,1992-12-05,d008
229421,Kazuhisa,Navazio,F,66128,1992-05-31,d005
229423,Stafford,Murtafg,M,72960,1986-05-07,d001
229430,Marko,Bridgland,M,87999,1996-05-24,d007
229435,Arnd,Kading,F,43181,1989-07-02,d005
229439,Yucel,Luders,F,53434,1991-09-23,d004
229442,Hatim,Matteis,M,40000,1997-04-19,d006
229443,Mohammad,Hedayat,M,57021,1996-12-22,d009
229444,Zeljko,Rijsenbrij,F,72830,1989-01-25,d002
229446,Kazuhiko,Gadepally,F,49889,1989-11-15,d004
229449,Poornachandra,Valtorta,M,40000,1998-10-19,d004
229450,Debatosh,Tramer,F,48569,1988-05-31,d004
229454,Trygve,Tchuente,F,54557,1999-11-15,d002
229455,Uzi,Nanard,F,45785,1991-11-12,d009
229460,Naraig,Landherr,M,40000,1992-12-10,d009
229461,Berto,Raczkowsky,M,77682,1997-06-02,d009
229466,Monique,Schaft,M,61368,1995-07-18,d005
229469,Rosalie,Terkki,M,40000,1988-11-28,d004
229470,Teunis,Bala,F,60006,1989-08-27,d009
229477,Barry,Kusakari,M,57324,1988-02-19,d008
229480,Franziska,Passafiume,F,40000,1995-10-12,d004
229481,Shimshon,Conti,F,56999,1986-04-13,d007
229483,Hauke,Zucker,M,40000,1996-02-20,d003
229487,Siamak,Keirsey,M,62590,1989-12-21,d004
229497,Dekang,Bach,M,57904,1997-08-16,d007
229500,Sreenivas,Gargeya,M,54670,2000-09-09,d005
229504,Munir,Leaver,F,40000,1992-05-26,d004
229511,Mooi,Crabtree,M,49374,1990-10-03,d005
229513,Trygve,Lienhardt,M,47231,1990-10-15,d005
229514,Huan,Morrey,F,53491,1998-01-17,d002
229516,Susanta,Gischer,F,47887,1986-09-13,d005
229526,Macha,Koprowski,F,40000,1995-08-23,d009
229528,Valter,Antonakopoulos,M,59926,1993-12-17,d005
229536,Marek,Parhami,M,54688,1998-11-19,d005
229539,Torsten,Kawashima,M,78484,1989-04-28,d007
229541,Maya,Rosenbaum,F,42771,1986-08-23,d002
229549,Ekawit,DasSarma,M,40000,1998-12-13,d005
229552,Utpal,Shackel,M,87877,1989-01-25,d007
229553,Shim,Schapire,M,41836,2000-06-07,d004
229558,Mohamadou,Miculan,F,40000,1999-10-16,d005
229566,Bokyung,Gadepally,M,88462,1994-12-29,d007
229569,Kannan,Merel,M,52863,1996-12-13,d005
229571,Masanao,Pappas,M,49364,1991-07-14,d005
229578,Bernt,Ariola,M,80217,1989-07-15,d007
229579,Reinhard,Aumann,F,42083,1989-02-06,d005
229587,Leucio,Zucker,M,40000,1987-05-28,d006
229591,Gudjon,Basart,M,40000,1999-10-20,d004
229595,Satyanarayana,Iivonen,M,42470,1994-12-04,d004
229601,King,Speel,M,51725,1995-01-04,d005
229612,Chuanti,Vidal,F,63778,1989-02-13,d005
229620,Arun,Shackell,M,66723,1987-02-07,d007
229627,Samphel,Uehara,F,40542,1997-04-16,d009
229634,Aiichiro,Verspoor,M,40000,1994-04-24,d005
229636,Sedat,Swen,F,73265,1994-04-12,d002
229642,Sariel,Demos,M,40000,1997-02-24,d004
229649,DAIDA,Montresor,M,40000,1995-05-29,d004
229660,Divier,Hagimont,M,40000,1998-10-08,d006
229664,Rafail,Nanard,F,40000,1999-06-12,d008
229670,Mohammad,Kropatsch,M,40000,1992-10-25,d004
229681,Peternela,Schrooten,M,40000,1997-06-04,d004
229686,Leni,Piazza,F,55056,1987-02-22,d005
229695,Vincent,Rajaraman,F,41442,1999-04-13,d001
229701,Xinglin,Nollmann,M,45356,1986-05-13,d006
229717,Sivanarayana,Baig,M,40000,1986-07-05,d002
229725,Valery,Fairtlough,F,40000,1995-10-17,d009
229740,Chrisa,Walston,F,40000,1988-06-08,d006
229741,Bowen,Maccarone,M,55586,1994-05-18,d004
229742,Aran,Lundstrom,F,49587,1989-05-03,d006
229745,Mohd,Ventosa,M,40000,1994-03-28,d004
229750,Tommaso,Feldmann,F,46789,1995-09-12,d005
229754,True,Casperson,M,46807,1997-02-28,d004
229755,Mori,Poupard,M,82149,1997-06-17,d007
229759,Akeel,Kusakari,F,40000,1996-12-14,d005
229761,Amalendu,Garnham,M,40000,1989-12-22,d001
229768,Nathalie,Stentiford,F,40000,1999-01-06,d004
229771,Mayumi,Buescher,M,56152,1997-11-23,d008
229773,Paddy,Impagliazzo,F,64845,1992-11-04,d005
229779,Mahmut,Kohling,M,40000,1988-06-25,d003
229789,Feipei,Baby,M,57774,1993-07-22,d001
229790,Akemi,Schieder,F,63777,1990-11-20,d006
229792,Seshu,Kolinko,M,40000,1998-01-02,d003
229798,Patricio,Soicher,F,47971,1991-03-06,d004
229803,Sachem,Pettit,M,40049,1993-02-01,d004
229810,Katsuo,Attimonelli,F,65624,1989-11-09,d005
229813,Huiqun,Birjandi,M,40000,1990-06-29,d005
229815,Atreyi,Tsukune,F,54702,1988-11-21,d005
229818,Maik,Matheson,F,53830,1997-09-10,d005
229819,Zhenbing,Delgrande,M,53781,1989-09-09,d005
229822,Vidya,Basagni,M,77506,1987-10-19,d005
229826,Oscal,Peternell,M,50577,1994-05-26,d008
229832,Tonia,Ozeki,M,60764,1999-12-18,d007
229839,Bojan,Kermarrec,M,61280,1987-10-11,d004
229846,Ibibia,Melton,F,67801,2000-06-09,d005
229851,Debaprosad,Miake,F,40000,1994-03-30,d005
229853,Mantis,Atchley,M,51400,1991-04-18,d006
229858,Giri,Dulin,M,40000,1988-05-24,d008
229859,Sugwoo,Iisaku,M,42161,1994-06-06,d005
229860,Ingmar,Sewelson,F,62138,1989-07-08,d008
229867,Jasminko,Merkl,F,56674,1989-12-19,d004
229872,Bojan,Fujisawa,F,48942,1991-07-18,d005
229875,Indrajit,Staelin,M,40000,1992-01-18,d005
229878,Guangming,Asser,M,59914,1988-05-29,d001
229882,Quingbo,Busillo,M,51930,1997-09-02,d001
229891,Zhenbing,Babb,F,85609,1990-07-16,d007
229893,Ebbe,Weedon,F,81137,1990-04-29,d009
229899,Genevieve,Lund,M,88516,2000-10-25,d007
229900,Zhaofang,Iivonen,M,76987,1993-09-16,d004
229903,Hausi,Callaway,M,41972,1998-04-27,d005
229905,Moss,Trumbly,F,47066,1988-10-15,d005
229911,Ingmar,Jansen,F,71949,1986-07-29,d007
229914,Nagui,Back,M,62468,1991-11-18,d009
229922,Arvin,Condotta,M,57716,1990-04-30,d005
229926,Tomofumi,Sgarro,M,71324,1986-05-16,d007
229927,Berto,Valiente,F,57182,1988-10-15,d005
229931,Perry,Mikschl,M,40000,1998-12-18,d005
229933,Saniya,Itzfeldt,M,40000,1996-08-11,d005
229937,Huiqun,Butner,M,42260,1988-02-02,d007
229941,Abdelaziz,Collette,F,44101,1991-06-19,d004
229949,Alois,Matzov,F,50008,1995-06-27,d002
229954,Rajmohan,Lunn,M,40000,1995-10-07,d003
229958,Gad,Jayawardene,M,70513,1996-08-20,d008
229960,Mack,Bale,M,81420,1993-02-20,d007
229969,Zine,Walstra,F,83964,1988-06-21,d009
229970,Tse,Berendt,F,75949,1994-03-17,d004
229974,Otmar,Bahr,F,40000,1994-12-28,d008
229979,Weiru,Suwa,F,45845,1992-07-08,d004
229989,Qiwen,Braunschweig,F,43914,2000-10-21,d002
229997,Fai,Zwicker,M,76930,1987-09-01,d007
230001,Shaibal,Angelov,M,42207,2000-11-12,d001
230005,Ghassan,Seiwald,F,40000,1991-10-27,d005
230008,Sajjan,Angelopoulos,F,51924,1986-02-11,d007
230015,Susanna,Hasenauer,F,40000,1991-06-12,d005
230022,Xuedong,Skogmar,M,72627,1997-03-21,d007
230025,Stafford,Schauser,F,66933,2000-02-16,d007
230028,Zsolt,Vernadat,M,48161,1998-02-04,d008
230029,Wanqing,Kalorkoti,M,40000,1988-05-26,d005
230037,Jamaludin,Markovitch,M,42446,1992-09-14,d009
230042,Eckart,Manders,M,64292,1995-03-29,d001
230046,Nobuyoshi,Hoppenstand,F,40000,1990-04-27,d009
230047,Yucai,Jullig,M,51291,1989-11-17,d007
230053,Zissis,Vural,F,40000,1994-06-21,d008
230055,Gladys,Melichar,M,40000,2000-01-29,d005
230074,Zito,Templeman,M,54673,1990-01-13,d007
230078,Aimee,Acton,F,59824,1999-12-10,d004
230084,Ishfaq,Qiwen,F,48864,1995-08-09,d004
230091,Waiman,Birjandi,M,81078,1993-10-30,d005
230115,Marie,Hockney,M,40000,1995-05-10,d005
230116,Kristine,Wilfing,F,41757,1989-04-13,d004
230121,Zhonghui,Kornatzky,M,53003,1997-07-31,d004
230129,Guoxiang,Manders,F,73723,1999-01-30,d001
230130,Kien,Quaggetto,F,51344,1988-05-21,d004
230139,Tze,Boguraev,F,65448,2000-12-30,d007
230140,Berto,Cherinka,M,50155,1995-11-23,d004
230145,Marsja,Fairtlough,M,59897,1997-01-12,d004
230160,Bojan,Pagter,M,48502,1993-03-18,d007
230167,Bernice,Collette,M,60741,1996-10-17,d002
230170,Yakichi,Thummel,M,71559,1992-04-03,d007
230176,Jeane,Rabehasaina,M,41930,1997-12-22,d005
230180,Adhemar,Kamble,F,64416,1986-09-03,d004
230182,Urs,Ruemmler,F,52111,1989-01-28,d004
230184,Angel,Spell,F,40000,2000-07-09,d005
230185,Jackson,Chachaty,F,40000,1991-12-09,d003
230188,Snehasis,Krychniak,M,40000,1996-04-26,d003
230190,Kish,Hockney,M,73678,1999-04-07,d007
230192,Oddvar,Mandelberg,M,47951,1990-06-13,d008
230202,Serge,Gerteisen,F,64675,1986-03-25,d004
230205,DAIDA,Kilgour,M,48188,1995-07-05,d005
230210,Mayumi,Lamma,M,48213,1987-10-21,d004
230213,Yishai,Furedi,F,40000,1998-08-26,d005
230219,Heather,Malinowski,F,57731,1989-06-25,d004
230224,Duri,Kusalik,F,50915,1997-05-10,d008
230225,Marsha,Horswill,F,50021,1999-12-28,d008
230230,Ipke,Halevi,F,45716,1994-09-23,d006
230235,Divier,Sundgren,M,40000,1997-12-20,d006
230238,Woody,Chiodo,M,54671,1998-11-24,d004
230245,Thodoros,Bain,M,40000,1997-01-05,d009
230246,Herbert,Hasham,M,41491,1987-11-03,d005
230247,Frederique,Haldar,M,40000,1996-04-01,d005
230251,Phillip,Dulin,M,40000,1998-08-23,d004
230252,Soenke,Serra,M,40000,1988-06-27,d003
230255,Ennio,Lorcy,M,82887,1986-08-01,d005
230257,Dietrich,Chvatal,M,74133,1995-03-21,d005
230264,Valeska,Jayawardene,F,51513,1990-05-03,d001
230271,Suebskul,Cardazo,F,40000,1995-08-13,d005
230277,Kaijung,Thambidurai,F,50040,1990-01-26,d007
230280,Karlis,Feinberg,F,50635,1987-01-22,d007
230290,Deborah,Hopewell,M,55642,2000-06-03,d005
230292,Zhensheng,Stroustrup,M,70833,1993-03-19,d008
230296,Uzi,Makinen,F,63527,1989-02-05,d005
230300,Mari,Greibach,M,51534,1997-09-26,d009
230306,Gro,Rotem,F,40000,1990-11-03,d004
230316,Magdalena,Billingsley,M,49341,1996-06-22,d002
230319,Masaru,Harbusch,F,40000,1993-11-08,d005
230321,Gunilla,Alencar,M,50835,1999-10-01,d001
230323,Isamu,Birdsall,M,40000,2000-01-29,d003
230324,Shahab,Wixon,F,40000,1996-06-27,d004
230325,Gio,Kinley,M,40000,1999-11-26,d005
230329,Jeanna,Murtagh,F,54306,1992-04-28,d004
230331,Nidapan,Beutelspacher,F,40000,1988-02-03,d008
230346,Guiseppe,Trumbly,F,74136,1986-04-08,d007
230348,Yongmao,Awdeh,M,46678,1986-05-04,d001
230353,Siamak,Maierhofer,F,67592,1991-07-10,d007
230355,Debaprosad,Lamma,M,42957,1988-08-06,d004
230357,Mitchel,Marciano,F,40567,1986-03-02,d005
230361,Gro,Thorensen,F,99876,1995-09-18,d007
230367,Susuma,Lubachevsky,F,83695,1992-11-05,d009
230369,Jahangir,Bergere,F,40000,2000-08-23,d009
230374,Nahid,Mullainathan,M,53088,1990-03-13,d008
230378,Brigham,Babu,M,56173,1986-11-15,d001
230381,Atreye,Rosch,F,49674,1997-12-09,d002
230383,Goo,Piancastelli,M,86533,1994-09-13,d007
230385,Kirk,Lorys,F,40000,1998-11-15,d003
230396,Ramachenga,Aumann,F,62536,1998-09-19,d003
230398,Nathan,Grandbois,M,46315,1995-11-03,d005
230401,Jiong,Gubsky,M,67778,1992-07-03,d004
230409,Rosli,Karlin,M,40000,1996-03-11,d006
230411,Sasan,Badr,M,40000,1991-04-21,d003
230412,Subhrajyoti,Mikschl,M,40000,1987-07-26,d005
230418,Hsiangchu,Pargaonkar,M,74055,1999-06-06,d007
230419,Mona,Comte,M,40000,1987-03-30,d004
230426,Make,Riesenhuber,M,40000,1987-10-20,d006
230439,Kwangho,Aumann,F,85221,1999-07-25,d004
230443,Leaf,Naudin,M,72127,1994-06-30,d005
230444,Edwin,Ghalwash,F,40000,1986-06-29,d004
230445,Tuval,Cangellaris,M,66903,1991-09-03,d004
230453,Limsoon,Macedo,M,74075,1993-06-24,d007
230455,Chirstian,Templeman,M,40000,1999-01-18,d005
230458,Peer,Laventhal,F,64408,1990-10-04,d002
230464,Huican,Butner,M,59047,2000-03-24,d004
230465,Sajjan,Coullard,M,50080,1989-05-20,d005
230468,Takahito,Zweizig,M,44739,1986-03-01,d005
230470,Mandell,Sewelson,F,40000,1991-12-30,d007
230473,Angel,Vandervoorde,M,40000,1995-07-30,d006
230480,Udo,Bernini,M,84819,1986-08-25,d007
230481,Khaled,Rathonyi,M,45526,1987-01-27,d005
230484,Roselyn,Mateescu,M,52413,2000-07-30,d009
230487,Anyuan,Michaels,F,50301,1991-12-18,d002
230493,Rayond,Nittel,M,49953,1991-05-15,d005
230496,Tomokazu,Gips,F,40000,1987-09-08,d005
230497,Heeju,Randi,M,78757,1995-07-19,d001
230507,Kristin,Hitomi,F,40000,1994-10-23,d006
230513,Shir,Raczkowsky,F,40000,1993-07-10,d004
230519,Masato,Avouris,F,75465,1995-12-28,d007
230520,Duangkaew,Rande,M,58828,1991-08-02,d004
230523,Gaurav,Portugali,F,57057,1994-09-23,d005
230527,Kinh,Moffat,F,40000,1992-06-15,d008
230534,Marsja,Binkley,M,66865,1996-04-30,d001
230541,Shaunak,Riexinger,F,53294,1987-12-04,d005
230543,Debatosh,Crouzet,M,64429,1992-12-20,d007
230545,Bokyung,Baba,F,53459,1994-02-19,d008
230551,Khue,Hiyoshi,F,43630,1996-11-19,d004
230553,Oldrich,Mapelli,M,53965,1988-12-29,d005
230562,Ymte,Loncour,F,74257,1997-11-17,d009
230567,Mabry,Sevcikova,F,40000,2000-06-13,d006
230575,Narain,Siksek,M,40000,2000-08-25,d004
230578,Chiradeep,Matzel,F,40000,1996-11-20,d004
230580,Hairong,Munck,F,40000,2000-12-16,d004
230582,Teiji,Shihab,F,55217,1994-07-31,d004
230583,Aruna,Velasco,M,46892,1995-11-06,d004
230586,Armond,Gulla,F,40000,1990-08-30,d003
230587,Arno,Luks,M,45401,1996-10-08,d002
230591,Diederik,Gajiwala,M,64714,1993-08-04,d009
230594,Basim,Cyne,M,60983,1990-07-20,d005
230602,Arnould,Wursthorn,F,40000,1998-09-27,d005
230603,Vidya,Sidou,M,40000,1994-06-28,d004
230607,Lech,Randi,M,56401,1997-04-20,d006
230608,Youngkon,Schnelling,M,40000,1996-04-11,d004
230610,Stepehn,Veevers,M,88182,1997-04-03,d007
230611,Gina,Szmurlo,F,63635,1997-08-30,d006
230612,Kiyomitsu,Erev,M,44272,1996-10-24,d005
230613,Youjian,Vidya,M,65644,1993-06-05,d004
230615,Jongsuk,Krupka,M,57076,1999-05-17,d005
230616,Paloma,Pluym,F,40000,1986-08-28,d004
230621,Ulises,Erol,M,51756,1992-10-29,d006
230622,Unal,Quittner,F,40000,1988-12-18,d004
230630,Slavian,Stroustrup,F,56019,1996-03-08,d004
230631,Kellie,Begiun,M,40000,1992-06-28,d004
230636,Tsz,Pusterhofer,M,40000,1987-07-14,d001
230644,Tiina,Sooriamurthi,M,53445,1995-12-04,d003
230647,Kamakshi,Senzako,M,50732,1997-11-11,d005
230649,Lidong,Hennebert,M,75042,1990-11-08,d007
230659,Utz,Trachtenberg,M,40000,1997-08-29,d008
230660,Jackson,Guardalben,F,57854,1995-09-01,d004
230673,Sadegh,Panwar,M,40000,1987-10-02,d005
230677,Pintsang,Matzen,F,61978,1995-05-06,d003
230681,Jinya,Hiraishi,M,40000,1992-03-07,d003
230683,Phillip,Jeong,F,40000,1995-03-17,d005
230686,Lobel,Gewali,M,43529,1993-03-13,d006
230688,Tomokazu,Khalil,M,40000,1998-12-02,d007
230690,Khoa,Papastamatiou,F,40000,1989-01-30,d009
230691,Mantis,Angelopoulos,F,65609,1988-01-14,d007
230692,Yolla,Wixon,F,40000,1992-02-26,d005
230698,Vishu,Staelin,F,40000,1995-12-18,d003
230701,Kristen,Salverda,M,40000,1987-07-29,d006
230707,Tesuro,Verhoeff,F,49640,1994-12-09,d005
230710,Jiann,Klassen,F,79620,1991-08-29,d007
230714,Maha,Suessmith,F,72418,1994-05-02,d007
230716,Xinglin,Panangaden,M,77088,1995-04-10,d001
230721,Mack,Falck,M,40000,1999-06-05,d005
230722,Khosrow,Vanwelkenhuysen,F,41106,1995-02-26,d006
230723,Shimshon,Portugali,F,60245,1987-05-21,d007
230724,Moheb,Cullers,M,46668,1991-03-06,d004
230728,Mariangiola,Mansanne,M,40000,1997-08-13,d005
230737,Hsiangchu,Hagimont,F,76816,1986-07-15,d008
230739,Tze,Kalorkoti,M,41027,1993-11-14,d006
230742,Marc,Kavraki,M,40000,1998-06-15,d005
230745,Eberhardt,Cunliffe,F,59600,1995-06-06,d007
230747,Piyush,Haumacher,F,42730,1999-03-07,d006
230750,Magy,Vigier,F,64050,1988-12-11,d007
230753,Geraldo,Suri,M,70636,1989-08-21,d005
230758,Palash,Stentiford,F,69984,1998-11-27,d002
230765,Arvind,Barbanera,M,57582,1992-05-04,d005
230771,Bezalel,Colorni,F,40865,1999-01-09,d005
230774,Tetsushi,Erni,M,64092,1988-07-21,d005
230778,Kazuhide,Braunschweig,F,79577,1993-09-14,d007
230781,Erzsebet,Gimarc,F,55874,1998-12-25,d006
230801,Giao,Engberts,M,102623,1989-10-22,d007
230804,Hugh,Asser,F,40000,1993-09-15,d006
230806,Giap,Anick,F,43508,1998-09-24,d005
230807,Faiza,Mitzlaff,F,63588,1992-01-13,d003
230808,Roded,Piveteau,F,40000,1989-07-23,d004
230813,Tesuya,Shumilov,M,78602,1986-03-16,d007
230822,Saeko,Rebaine,F,77674,1997-01-08,d001
226144,Adib,Buchter,F,40000,1993-09-10,d003
230825,Atilio,Stentiford,M,40442,1996-05-04,d005
230839,Emdad,Erez,M,51518,2000-02-04,d003
230956,Moheb,Ranft,M,40000,1987-03-13,d004
230842,Leni,Tyugu,F,44543,1991-07-02,d004
230843,Otmar,Nittel,F,79819,1993-07-31,d007
230846,Parto,Perelgut,F,40007,1992-04-19,d005
230848,Michaela,Oxenboll,M,47836,1987-02-06,d006
230851,Bernd,Henders,F,71557,1994-03-15,d004
230957,Zdislav,Perfilyeva,M,40000,1996-07-23,d004
230958,Krisda,Bade,F,40000,1987-12-09,d004
230859,Jaques,Cichocki,F,40000,1986-10-07,d004
230959,Fayez,Barriga,M,64330,1992-12-26,d008
230862,Kazuyasu,Rouquie,M,40000,1988-11-20,d006
230960,Elliott,Birjandi,M,40000,1991-02-11,d006
230966,Tadahiro,Melski,M,43361,1989-10-02,d005
230868,Zengping,Poulakidas,F,63320,1988-09-23,d007
230970,Alper,Lammel,M,40000,1993-06-19,d006
230871,Rildo,Rabejac,F,40000,1989-09-21,d003
230971,Tesuya,Byoun,M,67414,1991-02-17,d007
230874,Kazuhiro,Marshall,M,49829,1996-08-22,d007
230973,Zhanqiu,Kitsuregawa,M,61222,1993-08-15,d009
230875,Keiichiro,Kushner,F,40000,1988-01-29,d003
230876,Shigehiro,Kriebel,M,46163,1992-08-29,d009
230975,DeForest,Keohane,M,45059,1993-01-07,d005
230976,Chuanyi,Serot,M,54612,1988-08-20,d007
230882,Geoffrey,Pezzoli,M,66771,1993-06-11,d005
230980,Vidya,VanScheik,M,40000,1999-12-25,d005
230984,Odinaldo,Itzigehl,F,40000,1986-10-31,d006
230883,Pradeep,Kawashima,M,44783,1989-10-20,d009
230885,Gila,Zhiwei,F,50920,1987-07-02,d005
230985,Hatsukazu,Taubman,F,40000,1988-09-26,d004
230989,Tuval,Krider,F,55399,1993-06-20,d004
230890,Oldrich,Schmiedel,M,40000,2000-12-12,d005
231000,Surveyors,Krzyzanowski,M,80877,1992-02-09,d007
230892,Dinah,Kobuchi,F,62603,1992-05-30,d004
230894,Martien,Maliniak,F,52254,1992-06-18,d005
231005,Muzhong,Murthy,F,54316,1994-08-04,d008
230895,Godehard,Parhami,M,68058,1987-03-02,d004
231006,Gill,Delgrossi,F,40000,1987-12-13,d009
231008,Eran,Ballarin,M,40000,1993-06-26,d004
230898,Charlene,Vitiello,M,65686,1998-02-22,d005
231012,Dines,Luiz,M,65655,1993-12-01,d002
231016,Hitofumi,Valette,M,57949,1987-01-08,d004
230905,Iara,Larfeldt,F,61686,1999-04-13,d005
230906,Qunsheng,Marchegay,M,50033,1989-09-09,d001
231021,Shietung,Theuretzbacher,M,64189,1991-08-03,d007
230910,Premal,Baaz,M,97360,1995-04-12,d007
230911,Yongmin,Haldar,M,45836,1999-10-27,d007
231023,Toshimo,Madeira,F,40000,1986-07-07,d005
230914,Munir,Brobst,F,76282,1997-08-03,d007
231024,Marit,Wendorf,F,67598,1996-08-17,d002
231027,Kazuhiko,Denny,F,51518,1986-12-04,d009
230916,Lena,Bale,F,40618,1998-10-30,d003
231034,Xiaobin,Coors,M,67819,1997-08-27,d007
230919,Clyde,Terwilliger,M,48782,1996-01-20,d001
230920,Zvonko,Itzigehl,M,86601,1992-03-31,d007
231036,Hyuncheol,Soloway,F,53719,1989-08-08,d009
230921,Yongqiao,Gruenwald,M,63062,1999-07-08,d004
231037,Mostafa,Vieth,F,54640,1991-12-17,d007
231040,Heekeun,Liesche,M,91767,1999-03-11,d007
230927,Laurentiu,Bail,M,40000,1993-04-12,d004
231044,Stevo,Merey,M,57238,1986-08-06,d004
230928,Tesuya,Schlumberger,M,41625,1987-09-09,d005
231047,Uno,Shackel,M,40000,1990-10-08,d004
230931,Petter,Hoppenstand,M,42766,1998-03-05,d009
231050,Shim,Narwekar,M,59086,1997-12-17,d005
231051,Bodh,Parfitt,M,60551,1996-04-17,d001
230935,Heon,Scallan,M,47847,1988-02-22,d006
231056,Margo,McAlpine,F,40000,1998-01-03,d004
230937,Indrajit,Kermarrec,M,52217,1988-10-02,d005
231057,Ziyad,Bhattacharjee,M,73245,1986-11-12,d007
231058,Yoshinari,Peot,M,42177,1996-08-16,d004
230939,Peternela,Matzen,F,55651,1989-01-04,d001
231060,Marin,Ramras,M,58422,2001-01-24,d004
230940,Kwangsub,Kruskal,M,52651,1992-08-31,d005
230944,Noritoshi,Serra,F,40000,2000-11-30,d006
230946,Tamiya,Taubenfeld,M,49028,1989-05-18,d001
230948,Emdad,Peac,F,41420,1993-05-12,d005
231143,Zhensheng,Comyn,M,46727,1999-11-22,d004
231144,Pradeep,Simmen,F,40000,1993-04-24,d004
231062,Kwee,Godskesen,F,40000,1999-01-12,d003
231146,Kazuhira,Ebeling,M,40000,1998-05-29,d006
231073,Yechiam,Rattan,M,50821,1989-06-06,d002
231151,Jessie,Varman,F,44239,1988-11-05,d007
231152,Fay,Straney,F,58030,1999-03-31,d005
231079,Conor,Luon,F,40000,1996-05-31,d009
231163,Emran,Dechter,F,76706,1989-01-31,d007
231081,Margareta,Asmuth,M,45005,2001-01-04,d004
231083,Gritta,Angelopoulos,F,40972,1987-09-06,d005
231084,Ennio,Perly,F,40000,2000-03-03,d003
231170,Mingdong,Champarnaud,F,50856,1996-05-03,d009
231090,Marc,Selvestrel,F,41570,1999-09-24,d006
